Pclass,Family Size,Fare Per Person,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Age Group,PassengerId,Survived
0.0,0.0,-0.5055837563451777,0.0,1.0,0.0,0.0,1.0,0.0,303,0
-1.0,0.0,0.2467005076142131,1.0,0.0,0.0,1.0,0.0,4.0,304,1
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,4.0,305,0
-2.0,3.0,1.8022842639593908,0.0,1.0,0.0,0.0,1.0,1.0,306,1
-2.0,0.0,6.248728934010153,1.0,0.0,1.0,0.0,0.0,4.0,307,1
-2.0,1.0,2.8111675126903553,1.0,0.0,1.0,0.0,0.0,3.0,308,1
-1.0,1.0,0.22538071065989843,0.0,1.0,1.0,0.0,0.0,0.0,309,0
-2.0,0.0,2.962184771573604,1.0,0.0,1.0,0.0,0.0,0.0,310,1
-2.0,0.0,4.559896446700507,1.0,0.0,1.0,0.0,0.0,0.0,311,1
-2.0,4.0,2.6908629441624363,1.0,0.0,1.0,0.0,0.0,3.0,312,1
-1.0,2.0,0.02233502538071058,1.0,0.0,0.0,0.0,1.0,0.0,313,0
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,0.0,314,0
-1.0,2.0,0.02741116751269031,0.0,1.0,0.0,0.0,1.0,0.0,315,0
0.0,0.0,-0.02715532994923864,1.0,0.0,0.0,0.0,1.0,0.0,316,1
-1.0,1.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,317,1
-1.0,0.0,0.3472081218274111,0.0,1.0,0.0,0.0,1.0,2.0,318,0
-2.0,2.0,2.84196345177665,1.0,0.0,0.0,0.0,1.0,0.0,319,1
-2.0,2.0,2.2253807106598984,1.0,0.0,1.0,0.0,0.0,0.0,320,1
0.0,0.0,-0.06395939086294421,0.0,1.0,0.0,0.0,1.0,0.0,321,0
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,0.0,322,0
-1.0,0.0,0.2467005076142131,1.0,0.0,0.0,1.0,0.0,0.0,323,1
-1.0,2.0,0.08324873096446692,1.0,0.0,0.0,0.0,1.0,0.0,324,1
0.0,10.0,-0.12044300876788193,0.0,1.0,0.0,0.0,1.0,4.0,325,0
-2.0,0.0,7.756343147208121,1.0,0.0,1.0,0.0,0.0,0.0,326,1
0.0,0.0,-0.1256345177664975,0.0,1.0,0.0,0.0,1.0,2.0,327,0
-1.0,0.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,328,1
0.0,2.0,-0.08883248730964476,1.0,0.0,0.0,0.0,1.0,0.0,329,1
-2.0,1.0,1.260280203045685,1.0,0.0,1.0,0.0,0.0,3.0,330,1
0.0,2.0,-0.03350253807106603,1.0,0.0,0.0,1.0,0.0,4.0,331,1
-2.0,0.0,1.230456852791878,0.0,1.0,0.0,0.0,1.0,0.0,332,0
-2.0,1.0,4.168401015228427,0.0,1.0,0.0,0.0,1.0,0.0,333,0
0.0,2.0,-0.14010152284263963,0.0,1.0,0.0,0.0,1.0,3.0,334,0
-2.0,1.0,3.56497461928934,1.0,0.0,0.0,0.0,1.0,4.0,335,1
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,4.0,336,0
-2.0,1.0,1.5228426395939083,0.0,1.0,0.0,0.0,1.0,0.0,337,0
-2.0,0.0,7.687309644670051,1.0,0.0,1.0,0.0,0.0,0.0,338,1
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,339,1
-2.0,0.0,1.6568527918781724,0.0,1.0,0.0,0.0,1.0,0.0,340,0
-1.0,2.0,0.02233502538071058,0.0,1.0,0.0,0.0,1.0,1.0,341,1
-2.0,5.0,2.164467005076142,1.0,0.0,0.0,0.0,1.0,0.0,342,1
-1.0,0.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,0.0,343,0
-1.0,0.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,0.0,344,0
-1.0,0.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,0.0,345,0
-1.0,0.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,346,1
-1.0,0.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,347,1
0.0,1.0,-0.015228426395939085,1.0,0.0,0.0,0.0,1.0,4.0,348,1
0.0,2.0,-0.18274111675126908,0.0,1.0,0.0,0.0,1.0,1.0,349,1
0.0,0.0,0.022081218274111608,0.0,1.0,0.0,0.0,1.0,0.0,350,0
0.0,0.0,0.05634517766497455,0.0,1.0,0.0,0.0,1.0,0.0,351,0
-2.0,0.0,1.6263959390862943,0.0,1.0,0.0,0.0,1.0,4.0,352,0
0.0,2.0,-0.3587979695431472,0.0,1.0,1.0,0.0,0.0,3.0,353,0
0.0,1.0,0.03654822335025378,0.0,1.0,0.0,0.0,1.0,0.0,354,0
0.0,0.0,-0.06548223350253814,0.0,1.0,1.0,0.0,0.0,4.0,355,0
0.0,0.0,0.07309644670050756,0.0,1.0,0.0,0.0,1.0,0.0,356,0
-2.0,1.0,1.1695431472081217,1.0,0.0,0.0,0.0,1.0,0.0,357,1
-1.0,0.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,358,0
0.0,0.0,-0.02563248730964471,1.0,0.0,0.0,1.0,0.0,4.0,359,1
0.0,0.0,-0.02563248730964471,1.0,0.0,0.0,1.0,0.0,4.0,360,1
0.0,5.0,-0.22233502538071073,0.0,1.0,0.0,0.0,1.0,0.0,361,0
-1.0,1.0,0.33870456852791875,0.0,1.0,1.0,0.0,0.0,0.0,362,0
0.0,1.0,-0.06535431472081221,1.0,0.0,1.0,0.0,0.0,0.0,363,0
0.0,0.0,-0.07614213197969548,0.0,1.0,0.0,0.0,1.0,0.0,364,0
0.0,1.0,-0.03350253807106603,0.0,1.0,0.0,1.0,0.0,4.0,365,0
0.0,0.0,-0.06395939086294421,0.0,1.0,0.0,0.0,1.0,0.0,366,0
-2.0,1.0,1.7862944162436547,1.0,0.0,1.0,0.0,0.0,2.0,367,1
0.0,0.0,-0.06522639593908636,1.0,0.0,1.0,0.0,0.0,4.0,368,1
0.0,0.0,-0.03350253807106603,1.0,0.0,0.0,1.0,0.0,4.0,369,1
-2.0,0.0,3.7157360406091366,1.0,0.0,1.0,0.0,0.0,0.0,370,1
-2.0,1.0,1.1829959390862943,0.0,1.0,1.0,0.0,0.0,0.0,371,1
0.0,1.0,-0.30774213197969547,0.0,1.0,0.0,0.0,1.0,3.0,372,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,373,0
-2.0,0.0,7.756343147208121,0.0,1.0,1.0,0.0,0.0,0.0,374,0
0.0,4.0,-0.24883248730964472,1.0,0.0,0.0,0.0,1.0,1.0,375,0
-2.0,1.0,1.997080203045685,1.0,0.0,1.0,0.0,0.0,4.0,376,1
0.0,0.0,-0.06395939086294421,1.0,0.0,0.0,0.0,1.0,0.0,377,1
-2.0,2.0,3.7888324873096444,0.0,1.0,1.0,0.0,0.0,0.0,378,0
0.0,0.0,-0.2611675126903553,0.0,1.0,1.0,0.0,0.0,0.0,379,0
0.0,0.0,-0.031979695431472104,0.0,1.0,0.0,0.0,1.0,0.0,380,0
-2.0,0.0,13.353807106598984,1.0,0.0,1.0,0.0,0.0,0.0,381,1
0.0,2.0,-0.18595532994923863,1.0,0.0,1.0,0.0,0.0,1.0,382,1
0.0,0.0,-0.02284263959390868,0.0,1.0,0.0,0.0,1.0,0.0,383,0
-2.0,1.0,1.0781725888324871,1.0,0.0,0.0,0.0,1.0,0.0,384,1
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,4.0,385,0
-1.0,0.0,3.9715736040609135,0.0,1.0,0.0,0.0,1.0,3.0,386,0
0.0,7.0,-0.14847715736040615,0.0,1.0,0.0,0.0,1.0,1.0,387,0
-1.0,0.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,388,1
0.0,0.0,-0.03476954314720818,0.0,1.0,0.0,1.0,0.0,4.0,389,0
-1.0,0.0,0.22538071065989843,1.0,0.0,1.0,0.0,0.0,3.0,390,1
-2.0,3.0,1.3218274111675126,0.0,1.0,0.0,0.0,1.0,0.0,391,1
0.0,0.0,-0.03071269035533,0.0,1.0,0.0,0.0,1.0,0.0,392,1
0.0,2.0,-0.3446700507614213,0.0,1.0,0.0,0.0,1.0,0.0,393,0
-2.0,1.0,2.9444162436548225,1.0,0.0,1.0,0.0,0.0,0.0,394,1
0.0,2.0,-0.16649746192893405,1.0,0.0,0.0,0.0,1.0,0.0,395,1
0.0,0.0,-0.03071269035533,0.0,1.0,0.0,0.0,1.0,0.0,396,0
0.0,0.0,-0.02715532994923864,1.0,0.0,0.0,0.0,1.0,0.0,397,0
-1.0,0.0,1.0781725888324871,0.0,1.0,0.0,0.0,1.0,0.0,398,0
-1.0,0.0,0.1340101522842639,0.0,1.0,0.0,0.0,1.0,0.0,399,0
-1.0,0.0,0.2649746192893401,1.0,0.0,0.0,0.0,1.0,0.0,400,1
0.0,0.0,-0.02284263959390868,0.0,1.0,0.0,0.0,1.0,0.0,401,1
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,402,0
0.0,1.0,-0.20634517766497468,1.0,0.0,0.0,0.0,1.0,0.0,403,0
0.0,1.0,-0.02284263959390868,0.0,1.0,0.0,0.0,1.0,0.0,404,0
0.0,0.0,0.022081218274111608,1.0,0.0,0.0,0.0,1.0,0.0,405,0
-1.0,1.0,0.1340101522842639,0.0,1.0,0.0,0.0,1.0,0.0,406,0
0.0,0.0,-0.03350253807106603,0.0,1.0,0.0,0.0,1.0,2.0,407,0
-1.0,2.0,-0.12487309644670054,0.0,1.0,0.0,0.0,1.0,1.0,408,1
0.0,0.0,-0.031979695431472104,0.0,1.0,0.0,0.0,1.0,0.0,409,0
0.0,4.0,-0.19532954314720818,1.0,0.0,0.0,0.0,1.0,4.0,410,0
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,4.0,411,0
0.0,0.0,-0.08781928934010157,0.0,1.0,0.0,1.0,0.0,4.0,412,0
-2.0,1.0,2.235532994923858,1.0,0.0,0.0,1.0,0.0,0.0,413,1
-1.0,0.0,-0.5055837563451777,0.0,1.0,0.0,0.0,1.0,4.0,414,0
0.0,0.0,-0.02284263959390868,0.0,1.0,0.0,0.0,1.0,0.0,415,1
0.0,0.0,-0.015228426395939085,1.0,0.0,0.0,0.0,1.0,4.0,416,0
-1.0,2.0,0.15431472081218273,1.0,0.0,0.0,0.0,1.0,0.0,417,1
-1.0,2.0,-0.24162436548223354,1.0,0.0,0.0,0.0,1.0,3.0,418,1
-1.0,0.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,0.0,419,0
0.0,2.0,-0.015228426395939193,1.0,0.0,0.0,0.0,1.0,1.0,420,0
0.0,0.0,-0.024621319796954335,0.0,1.0,1.0,0.0,0.0,4.0,421,0
0.0,0.0,-0.03451979695431477,0.0,1.0,0.0,1.0,0.0,0.0,422,0
0.0,0.0,-0.025888324873096488,0.0,1.0,0.0,0.0,1.0,0.0,423,0
0.0,2.0,-0.21319796954314724,1.0,0.0,0.0,0.0,1.0,0.0,424,0
0.0,2.0,-0.09517766497461934,0.0,1.0,0.0,0.0,1.0,3.0,425,0
0.0,0.0,-0.06395939086294421,0.0,1.0,0.0,0.0,1.0,4.0,426,0
-1.0,1.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,427,1
-1.0,0.0,1.0781725888324871,1.0,0.0,0.0,0.0,1.0,0.0,428,1
0.0,0.0,-0.03350253807106603,0.0,1.0,0.0,1.0,0.0,4.0,429,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,430,1
-2.0,0.0,1.1116751269035532,0.0,1.0,0.0,0.0,1.0,0.0,431,1
0.0,1.0,-0.015228426395939085,1.0,0.0,0.0,0.0,1.0,4.0,432,1
-1.0,1.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,433,1
0.0,0.0,-0.07157360406091375,0.0,1.0,0.0,0.0,1.0,3.0,434,0
-2.0,1.0,1.196954314720812,0.0,1.0,0.0,0.0,1.0,2.0,435,0
-2.0,3.0,1.3218274111675126,1.0,0.0,0.0,0.0,1.0,3.0,436,1
0.0,4.0,-0.08680203045685284,1.0,0.0,0.0,0.0,1.0,0.0,437,0
-1.0,5.0,-0.3152284263959391,1.0,0.0,0.0,0.0,1.0,0.0,438,1
-2.0,5.0,2.164467005076142,0.0,1.0,0.0,0.0,1.0,2.0,439,0
-1.0,0.0,0.1340101522842639,0.0,1.0,0.0,0.0,1.0,0.0,440,0
-1.0,2.0,0.02741116751269031,1.0,0.0,0.0,0.0,1.0,0.0,441,1
0.0,0.0,0.07309644670050756,0.0,1.0,0.0,0.0,1.0,0.0,442,0
0.0,1.0,-0.2687817258883249,0.0,1.0,0.0,0.0,1.0,0.0,443,0
-1.0,0.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,444,1
0.0,0.0,-0.011421319796954314,0.0,1.0,0.0,0.0,1.0,4.0,445,1
-2.0,2.0,1.1565137055837562,0.0,1.0,0.0,0.0,1.0,1.0,446,1
-1.0,1.0,0.08832487309644665,1.0,0.0,0.0,0.0,1.0,3.0,447,1
-2.0,0.0,1.1116751269035532,0.0,1.0,0.0,0.0,1.0,0.0,448,1
0.0,3.0,-0.212310152284264,1.0,0.0,1.0,0.0,0.0,1.0,449,1
-2.0,0.0,1.3522842639593908,0.0,1.0,0.0,0.0,1.0,2.0,450,1
-1.0,3.0,-0.08299492385786805,0.0,1.0,0.0,0.0,1.0,0.0,451,0
0.0,1.0,0.10253908629441617,0.0,1.0,0.0,0.0,1.0,4.0,452,0
-2.0,0.0,1.1847715736040607,0.0,1.0,1.0,0.0,0.0,0.0,453,0
-2.0,1.0,2.208249746192893,0.0,1.0,1.0,0.0,0.0,0.0,454,1
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,4.0,455,0
0.0,0.0,-0.024621319796954335,0.0,1.0,1.0,0.0,0.0,0.0,456,1
-2.0,0.0,1.1116751269035532,0.0,1.0,0.0,0.0,1.0,2.0,457,0
-2.0,1.0,1.073984771573604,1.0,0.0,0.0,0.0,1.0,4.0,458,1
-1.0,0.0,0.1340101522842639,1.0,0.0,0.0,0.0,1.0,2.0,459,1
0.0,0.0,-0.03350253807106603,0.0,1.0,0.0,1.0,0.0,4.0,460,0
-2.0,0.0,1.1116751269035532,0.0,1.0,0.0,0.0,1.0,0.0,461,1
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,462,0
-2.0,0.0,1.8395939086294415,0.0,1.0,0.0,0.0,1.0,0.0,463,0
-1.0,0.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,0.0,464,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,4.0,465,0
0.0,0.0,-0.07614213197969548,0.0,1.0,0.0,0.0,1.0,0.0,466,0
-1.0,0.0,-0.5055837563451777,0.0,1.0,0.0,0.0,1.0,4.0,467,0
-2.0,0.0,1.1116751269035532,0.0,1.0,0.0,0.0,1.0,2.0,468,0
0.0,0.0,-0.03502538071065996,0.0,1.0,0.0,1.0,0.0,4.0,469,0
0.0,3.0,-0.212310152284264,1.0,0.0,1.0,0.0,0.0,1.0,470,1
0.0,0.0,-0.06395939086294421,0.0,1.0,0.0,0.0,1.0,4.0,471,0
0.0,0.0,0.022081218274111608,0.0,1.0,0.0,0.0,1.0,0.0,472,0
-1.0,3.0,-0.08299492385786805,1.0,0.0,0.0,0.0,1.0,0.0,473,1
-1.0,0.0,0.33451979695431466,1.0,0.0,1.0,0.0,0.0,0.0,474,1
0.0,0.0,0.09365482233502535,1.0,0.0,0.0,0.0,1.0,0.0,475,0
-2.0,0.0,2.6619289340101524,0.0,1.0,0.0,0.0,1.0,4.0,476,0
-1.0,1.0,0.1340101522842639,0.0,1.0,0.0,0.0,1.0,0.0,477,0
0.0,1.0,-0.2909908629441625,0.0,1.0,0.0,0.0,1.0,0.0,478,0
0.0,0.0,-0.04746395939086296,0.0,1.0,0.0,0.0,1.0,0.0,479,0
0.0,1.0,-0.13134517766497467,1.0,0.0,0.0,0.0,1.0,1.0,480,1
0.0,7.0,-0.14847715736040615,0.0,1.0,0.0,0.0,1.0,1.0,481,0
-1.0,0.0,-0.5055837563451777,0.0,1.0,0.0,0.0,1.0,4.0,482,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,2.0,483,0
0.0,0.0,0.07842639593908626,1.0,0.0,0.0,0.0,1.0,2.0,484,1
-2.0,1.0,2.268402030456852,0.0,1.0,1.0,0.0,0.0,0.0,485,1
0.0,4.0,-0.19532954314720818,1.0,0.0,0.0,0.0,1.0,4.0,486,0
-2.0,1.0,2.235532994923858,1.0,0.0,0.0,0.0,1.0,0.0,487,1
-2.0,0.0,1.3035532994923855,0.0,1.0,1.0,0.0,0.0,2.0,488,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,489,0
0.0,2.0,-0.18274111675126908,0.0,1.0,0.0,0.0,1.0,1.0,490,1
0.0,1.0,0.10253908629441617,0.0,1.0,0.0,0.0,1.0,4.0,491,0
0.0,0.0,-0.06395939086294421,0.0,1.0,0.0,0.0,1.0,0.0,492,0
-2.0,0.0,1.3522842639593908,0.0,1.0,0.0,0.0,1.0,2.0,493,0
-2.0,0.0,2.509900507614213,0.0,1.0,1.0,0.0,0.0,2.0,494,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,495,0
0.0,0.0,0.3751248730964466,0.0,1.0,1.0,0.0,0.0,4.0,496,0
-2.0,1.0,1.8781736040609136,1.0,0.0,1.0,0.0,0.0,2.0,497,1
0.0,0.0,0.41421319796954303,0.0,1.0,0.0,0.0,1.0,4.0,498,0
-2.0,3.0,1.8022842639593908,1.0,0.0,0.0,0.0,1.0,0.0,499,0
0.0,0.0,-0.03071269035533,0.0,1.0,0.0,0.0,1.0,0.0,500,0
0.0,0.0,0.022081218274111608,0.0,1.0,0.0,0.0,1.0,3.0,501,0
0.0,0.0,-0.03350253807106603,1.0,0.0,0.0,1.0,0.0,0.0,502,0
0.0,0.0,-0.0408609137055838,1.0,0.0,0.0,1.0,0.0,4.0,503,0
0.0,0.0,0.07842639593908626,1.0,0.0,0.0,0.0,1.0,0.0,504,0
-2.0,0.0,4.763451776649746,1.0,0.0,0.0,0.0,1.0,3.0,505,1
-2.0,1.0,2.8111675126903553,0.0,1.0,1.0,0.0,0.0,3.0,506,0
-1.0,2.0,0.02233502538071058,1.0,0.0,0.0,0.0,1.0,0.0,507,1
-2.0,0.0,1.1116751269035532,0.0,1.0,0.0,0.0,1.0,4.0,508,1
0.0,0.0,0.8664974619289338,0.0,1.0,0.0,0.0,1.0,0.0,509,0
0.0,0.0,2.935784771573604,0.0,1.0,0.0,0.0,1.0,0.0,510,1
0.0,0.0,-0.03350253807106603,0.0,1.0,0.0,1.0,0.0,0.0,511,1
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,4.0,512,0
-2.0,0.0,1.0956852791878173,0.0,1.0,0.0,0.0,1.0,0.0,513,1
-2.0,1.0,1.3035532994923855,1.0,0.0,1.0,0.0,0.0,2.0,514,1
0.0,0.0,-0.04898680203045689,0.0,1.0,0.0,0.0,1.0,0.0,515,0
-2.0,0.0,1.56674923857868,0.0,1.0,0.0,0.0,1.0,0.0,516,0
-1.0,0.0,0.1340101522842639,1.0,0.0,0.0,0.0,1.0,0.0,517,1
0.0,0.0,0.9654822335025379,0.0,1.0,0.0,1.0,0.0,4.0,518,0
-1.0,1.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,519,1
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,0.0,520,0
-2.0,0.0,5.1898477157360405,1.0,0.0,0.0,0.0,1.0,0.0,521,1
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,0.0,522,0
0.0,0.0,-0.06548223350253814,0.0,1.0,1.0,0.0,0.0,4.0,523,0
-2.0,1.0,1.260280203045685,1.0,0.0,1.0,0.0,0.0,0.0,524,1
0.0,0.0,-0.06522639593908636,0.0,1.0,1.0,0.0,0.0,4.0,525,0
0.0,0.0,-0.03350253807106603,0.0,1.0,0.0,1.0,0.0,0.0,526,0
-1.0,0.0,0.1340101522842639,1.0,0.0,0.0,0.0,1.0,2.0,527,1
-2.0,0.0,13.003809137055836,0.0,1.0,0.0,0.0,1.0,4.0,528,0
0.0,0.0,-0.02284263959390868,0.0,1.0,0.0,0.0,1.0,0.0,529,0
-1.0,3.0,-0.3304568527918782,0.0,1.0,0.0,0.0,1.0,0.0,530,0
-1.0,2.0,0.02233502538071058,1.0,0.0,0.0,0.0,1.0,1.0,531,1
0.0,0.0,-0.06522639593908636,0.0,1.0,1.0,0.0,0.0,4.0,532,0
0.0,2.0,-0.3587979695431472,0.0,1.0,1.0,0.0,0.0,3.0,533,0
0.0,2.0,-0.05160812182741123,1.0,0.0,1.0,0.0,0.0,4.0,534,1
0.0,0.0,0.022081218274111608,1.0,0.0,0.0,0.0,1.0,0.0,535,0
-1.0,2.0,0.02741116751269031,1.0,0.0,0.0,0.0,1.0,1.0,536,1
-2.0,0.0,1.1116751269035532,0.0,1.0,0.0,0.0,1.0,0.0,537,0
-2.0,0.0,5.977157360406091,1.0,0.0,1.0,0.0,0.0,0.0,538,1
0.0,0.0,0.3776649746192893,0.0,1.0,0.0,0.0,1.0,4.0,539,0
-2.0,2.0,0.49949238578680194,1.0,0.0,1.0,0.0,0.0,0.0,540,1
-2.0,2.0,0.9360406091370558,1.0,0.0,0.0,0.0,1.0,0.0,541,1
0.0,6.0,-0.23343002175489488,1.0,0.0,0.0,0.0,1.0,1.0,542,0
0.0,6.0,-0.23343002175489488,1.0,0.0,0.0,0.0,1.0,1.0,543,0
-1.0,1.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,0.0,544,1
-2.0,1.0,2.7357868020304563,0.0,1.0,1.0,0.0,0.0,2.0,545,0
-2.0,0.0,1.0781725888324871,0.0,1.0,0.0,0.0,1.0,2.0,546,0
-1.0,1.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,547,1
-1.0,0.0,0.33883248730964466,0.0,1.0,1.0,0.0,0.0,4.0,548,1
0.0,2.0,-0.08883248730964476,0.0,1.0,0.0,0.0,1.0,0.0,549,0
-1.0,2.0,0.2406091370558375,0.0,1.0,0.0,0.0,1.0,1.0,550,1
-2.0,2.0,1.745853807106599,0.0,1.0,1.0,0.0,0.0,3.0,551,1
-1.0,0.0,1.0781725888324871,0.0,1.0,0.0,0.0,1.0,0.0,552,0
0.0,0.0,-0.02867817258883252,0.0,1.0,0.0,1.0,0.0,4.0,553,0
0.0,0.0,-0.06548223350253814,0.0,1.0,1.0,0.0,0.0,0.0,554,1
0.0,0.0,-0.031979695431472104,1.0,0.0,0.0,0.0,1.0,0.0,555,1
-2.0,0.0,1.1116751269035532,0.0,1.0,0.0,0.0,1.0,2.0,556,0
-2.0,1.0,0.700507614213198,1.0,0.0,1.0,0.0,0.0,0.0,557,1
-2.0,0.0,13.353807106598984,0.0,1.0,1.0,0.0,0.0,4.0,558,0
-2.0,2.0,1.1116751269035532,1.0,0.0,0.0,0.0,1.0,0.0,559,1
0.0,1.0,0.02436548223350245,1.0,0.0,0.0,0.0,1.0,0.0,560,1
0.0,0.0,-0.03350253807106603,0.0,1.0,0.0,1.0,0.0,4.0,561,0
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,0.0,562,0
-1.0,0.0,0.3167512690355329,0.0,1.0,0.0,0.0,1.0,0.0,563,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,4.0,564,0
0.0,0.0,-0.015228426395939085,1.0,0.0,0.0,0.0,1.0,4.0,565,0
0.0,2.0,-0.015228426395939193,0.0,1.0,0.0,0.0,1.0,0.0,566,0
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,0.0,567,0
0.0,4.0,-0.24883248730964472,1.0,0.0,0.0,0.0,1.0,0.0,568,0
0.0,0.0,-0.06522639593908636,0.0,1.0,1.0,0.0,0.0,4.0,569,0
0.0,0.0,-0.02715532994923864,0.0,1.0,0.0,0.0,1.0,0.0,570,1
-1.0,0.0,0.1340101522842639,0.0,1.0,0.0,0.0,1.0,2.0,571,1
-2.0,2.0,0.5396791878172587,1.0,0.0,0.0,0.0,1.0,2.0,572,1
-2.0,0.0,1.1017766497461927,0.0,1.0,0.0,0.0,1.0,0.0,573,1
0.0,0.0,-0.03350253807106603,1.0,0.0,0.0,1.0,0.0,4.0,574,1
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,3.0,575,0
0.0,0.0,0.3776649746192893,0.0,1.0,0.0,0.0,1.0,0.0,576,0
-1.0,0.0,0.28629441624365476,1.0,0.0,0.0,0.0,1.0,0.0,577,1
-2.0,1.0,1.196954314720812,1.0,0.0,0.0,0.0,1.0,0.0,578,1
0.0,1.0,-0.06522944162436553,1.0,0.0,1.0,0.0,0.0,4.0,579,0
0.0,0.0,-0.02284263959390868,0.0,1.0,0.0,0.0,1.0,0.0,580,1
-1.0,2.0,0.10355329949238573,1.0,0.0,0.0,0.0,1.0,0.0,581,1
-2.0,2.0,1.745853807106599,1.0,0.0,1.0,0.0,0.0,0.0,582,1
-1.0,0.0,1.0781725888324871,0.0,1.0,0.0,0.0,1.0,2.0,583,0
-2.0,0.0,1.9385786802030456,0.0,1.0,1.0,0.0,0.0,0.0,584,0
0.0,0.0,0.025126903553299468,0.0,1.0,1.0,0.0,0.0,4.0,585,0
-2.0,2.0,1.1116751269035532,1.0,0.0,0.0,0.0,1.0,3.0,586,1
-1.0,0.0,0.4081218274111674,0.0,1.0,0.0,0.0,1.0,0.0,587,0
-2.0,2.0,1.1025380710659898,0.0,1.0,1.0,0.0,0.0,2.0,588,1
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,589,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,4.0,590,0
0.0,0.0,-0.07157360406091375,0.0,1.0,0.0,0.0,1.0,0.0,591,0
-2.0,1.0,1.8781736040609136,1.0,0.0,1.0,0.0,0.0,2.0,592,1
0.0,0.0,-0.06395939086294421,0.0,1.0,0.0,0.0,1.0,0.0,593,0
0.0,2.0,-0.3482233502538071,1.0,0.0,0.0,1.0,0.0,4.0,594,0
-1.0,1.0,0.28629441624365476,0.0,1.0,0.0,0.0,1.0,0.0,595,0
0.0,2.0,-0.015228426395939193,0.0,1.0,0.0,0.0,1.0,0.0,596,0
-1.0,0.0,1.5045685279187815,1.0,0.0,0.0,0.0,1.0,4.0,597,1
0.0,0.0,-0.5055837563451777,0.0,1.0,0.0,0.0,1.0,0.0,598,0
0.0,0.0,-0.06548223350253814,0.0,1.0,1.0,0.0,0.0,4.0,599,0
-2.0,1.0,1.228300507614213,0.0,1.0,1.0,0.0,0.0,0.0,600,1
-1.0,3.0,-0.09441624365482237,1.0,0.0,0.0,0.0,1.0,0.0,601,1
0.0,0.0,-0.024621319796954335,0.0,1.0,0.0,0.0,1.0,4.0,602,0
-2.0,0.0,2.077157360406091,0.0,1.0,0.0,0.0,1.0,4.0,603,0
0.0,0.0,-0.015228426395939085,0.0,1.0,0.0,0.0,1.0,0.0,604,0
-2.0,0.0,1.1116751269035532,0.0,1.0,1.0,0.0,0.0,0.0,605,1
0.0,1.0,-0.031979695431472104,0.0,1.0,0.0,0.0,1.0,0.0,606,0
